Name,Level,TID,DescriptionTID,Action,ActionCount,ActionData,MinutesLimit,Exp,DiamondReward,DecoReward,CustomReward,CustomRewardTooltipTID,Points,FbPoints,IconExportName,Priority,FbObjectImageName,AndroidID
com.supercell.soil.sheepshearer1,1,TID_ACHIEVEMENT_SHEEP_SHEARER,TID_ACHIEVEMENT_SHEEP_SHEARER_DESCRIPTION,CollectAnimalProduct,300,Wool,,360,2,,,,2,2,achievement_icon_generic,8,SheepShearer_2,CgkIndvy4_keEAIQKQ
com.supercell.soil.sheepshearer2,2,TID_ACHIEVEMENT_SHEEP_SHEARER,TID_ACHIEVEMENT_SHEEP_SHEARER_DESCRIPTION,CollectAnimalProduct,1800,Wool,,1350,3,,,,3,3,achievement_icon_generic,8,SheepShearer_3,CgkIndvy4_keEAIQKg
,,,,,,,,,,,,,,,,,,
com.supercell.soil.stevedore0,,TID_ACHIEVEMENT_STEVEDORE,TID_ACHIEVEMENT_STEVEDORE_DESCRIPTION,EarnCoinsFromBoat,3000,,,50,1,,,,1,1,achievement_icon_generic,4,Stevedore_1,CgkIndvy4_keEAIQKw
com.supercell.soil.stevedore1,1,TID_ACHIEVEMENT_STEVEDORE,TID_ACHIEVEMENT_STEVEDORE_DESCRIPTION,EarnCoinsFromBoat,25000,,,250,2,,,,2,2,achievement_icon_generic,4,Stevedore_2,CgkIndvy4_keEAIQLA
com.supercell.soil.stevedore2,2,TID_ACHIEVEMENT_STEVEDORE,TID_ACHIEVEMENT_STEVEDORE_DESCRIPTION,EarnCoinsFromBoat,100000,,,1500,3,,,,3,3,achievement_icon_generic,4,Stevedore_3,CgkIndvy4_keEAIQLQ
,,,,,,,,,,,,,,,,,,
com.supercell.soil.captain0,,TID_ACHIEVEMENT_CAPTAIN,TID_ACHIEVEMENT_CAPTAIN_DESCRIPTION,CompleteConsecutiveBoatOrders,3,,,100,1,,,,1,1,achievement_icon_generic,13,Captain_1,CgkIndvy4_keEAIQLg
com.supercell.soil.captain1,1,TID_ACHIEVEMENT_CAPTAIN,TID_ACHIEVEMENT_CAPTAIN_DESCRIPTION,CompleteConsecutiveBoatOrders,6,,,500,2,,,,2,2,achievement_icon_generic,13,Captain_2,CgkIndvy4_keEAIQMA
com.supercell.soil.captain2,2,TID_ACHIEVEMENT_CAPTAIN,TID_ACHIEVEMENT_CAPTAIN_DESCRIPTION,CompleteConsecutiveBoatOrders,12,,,2000,3,,,,3,3,achievement_icon_generic,13,Captain_3,CgkIndvy4_keEAIQMQ
,,,,,,,,,,,,,,,,,,
com.supercell.soil.goatgoader0,,TID_ACHIEVEMENT_GOAT_GOADER,TID_ACHIEVEMENT_GOAT_GOADER_DESCRIPTION,CollectAnimalProduct,20,Goat Milk,,100,1,,,,1,1,achievement_icon_generic,9,GoatGoader_1,CgkIndvy4_keEAIQMg
com.supercell.soil.goatgoader1,1,TID_ACHIEVEMENT_GOAT_GOADER,TID_ACHIEVEMENT_GOAT_GOADER_DESCRIPTION,CollectAnimalProduct,300,Goat Milk,,500,2,,,,2,2,achievement_icon_generic,9,GoatGoader_2,CgkIndvy4_keEAIQMw
com.supercell.soil.goatgoader2,2,TID_ACHIEVEMENT_GOAT_GOADER,TID_ACHIEVEMENT_GOAT_GOADER_DESCRIPTION,CollectAnimalProduct,1800,Goat Milk,,2000,3,,,,3,3,achievement_icon_generic,9,GoatGoader_3,CgkIndvy4_keEAIQNA
,,,,,,,,,,,,,,,,,,
com.supercell.soil.fruitfarmer0,,TID_ACHIEVEMENT_FRUIT_FARMER,TID_ACHIEVEMENT_FRUIT_FARMER_DESCRIPTION,PickFruits,12,,,50,1,,,,1,1,achievement_icon_generic,17,FruitFarmer_1,CgkIndvy4_keEAIQNQ
com.supercell.soil.fruitfarmer1,1,TID_ACHIEVEMENT_FRUIT_FARMER,TID_ACHIEVEMENT_FRUIT_FARMER_DESCRIPTION,PickFruits,600,,,250,2,,,,2,2,achievement_icon_generic,17,FruitFarmer_2,CgkIndvy4_keEAIQNg
com.supercell.soil.fruitfarmer2,2,TID_ACHIEVEMENT_FRUIT_FARMER,TID_ACHIEVEMENT_FRUIT_FARMER_DESCRIPTION,PickFruits,3600,,,2000,3,,,,3,3,achievement_icon_generic,17,FruitFarmer_3,CgkIndvy4_keEAIQNw
,,,,,,,,,,,,,,,,,,
com.supercell.soil.berrypicker0,,TID_ACHIEVEMENT_BERRY_PICKER,TID_ACHIEVEMENT_BERRY_PICKER_DESCRIPTION,PickBerries,10,,,60,1,,,,1,1,achievement_icon_generic,18,BerryPicker_1,CgkIndvy4_keEAIQOA
com.supercell.soil.berrypicker1,1,TID_ACHIEVEMENT_BERRY_PICKER,TID_ACHIEVEMENT_BERRY_PICKER_DESCRIPTION,PickBerries,200,,,360,2,,,,2,2,achievement_icon_generic,18,BerryPicker_2,CgkIndvy4_keEAIQOQ
com.supercell.soil.berrypicker2,2,TID_ACHIEVEMENT_BERRY_PICKER,TID_ACHIEVEMENT_BERRY_PICKER_DESCRIPTION,PickBerries,2150,,,2000,3,,,,3,3,achievement_icon_generic,18,BerryPicker_3,CgkIndvy4_keEAIQOg
,,,,,,,,,,,,,,,,,,
com.supercell.soil.greenthumb0,,TID_ACHIEVEMENT_GREEN_THUMB,TID_ACHIEVEMENT_GREEN_THUMB_DESCRIPTION,ReviveFruitTrees,20,,,20,1,,,,1,1,achievement_icon_generic,19,GreenThumb_1,CgkIndvy4_keEAIQOw
com.supercell.soil.greenthumb1,1,TID_ACHIEVEMENT_GREEN_THUMB,TID_ACHIEVEMENT_GREEN_THUMB_DESCRIPTION,ReviveFruitTrees,500,,,500,2,,,,2,2,achievement_icon_generic,19,GreenThumb_2,CgkIndvy4_keEAIQPA
com.supercell.soil.greenthumb2,2,TID_ACHIEVEMENT_GREEN_THUMB,TID_ACHIEVEMENT_GREEN_THUMB_DESCRIPTION,ReviveFruitTrees,2000,,,2000,3,,,,3,3,achievement_icon_generic,19,GreenThumb_3,CgkIndvy4_keEAIQPQ
,,,,,,,,,,,,,,,,,,
com.supercell.soil.goldminer0,,TID_ACHIEVEMENT_GOLD_MINER,TID_ACHIEVEMENT_GOLD_MINER_DESCRIPTION,CollectMineGood,5,GoldOre,,100,1,,,,1,1,achievement_icon_generic,20,GoldMiner_1,CgkIndvy4_keEAIQPg
com.supercell.soil.goldminer1,1,TID_ACHIEVEMENT_GOLD_MINER,TID_ACHIEVEMENT_GOLD_MINER_DESCRIPTION,CollectMineGood,100,GoldOre,,500,2,,,,2,2,achievement_icon_generic,20,GoldMiner_2,CgkIndvy4_keEAIQPw
com.supercell.soil.goldminer2,2,TID_ACHIEVEMENT_GOLD_MINER,TID_ACHIEVEMENT_GOLD_MINER_DESCRIPTION,CollectMineGood,2000,GoldOre,,2000,3,,,,3,3,achievement_icon_generic,20,GoldMiner_3,CgkIndvy4_keEAIQQA
,,,,,,,,,,,,,,,,,,
com.supercell.soil.heltersmelter0,,TID_ACHIEVEMENT_HELTER_SMELTER,TID_ACHIEVEMENT_HELTER_SMELTER_DESCRIPTION,CollectFromSmelter,8,,,150,1,,,,1,1,achievement_icon_generic,21,HelterSmelter_1,CgkIndvy4_keEAIQQQ
com.supercell.soil.heltersmelter1,1,TID_ACHIEVEMENT_HELTER_SMELTER,TID_ACHIEVEMENT_HELTER_SMELTER_DESCRIPTION,CollectFromSmelter,400,,,750,2,,,,2,2,achievement_icon_generic,21,HelterSmelter_2,CgkIndvy4_keEAIQQg
com.supercell.soil.heltersmelter2,2,TID_ACHIEVEMENT_HELTER_SMELTER,TID_ACHIEVEMENT_HELTER_SMELTER_DESCRIPTION,CollectFromSmelter,3800,,,3750,3,,,,3,3,achievement_icon_generic,21,HelterSmelter_3,CgkIndvy4_keEAIQQw
,,,,,,,,,,,,,,,,,,
com.supercell.soil.farmtycoon1,1,TID_ACHIEVEMENT_BONANZA,TID_ACHIEVEMENT_BONANZA_DESCRIPTION,BuildBuildings,15,,,500,2,,,,2,2,achievement_icon_generic,15,FarmTychoon_2,CgkIndvy4_keEAIQGg
com.supercell.soil.farmtycoon2,2,TID_ACHIEVEMENT_BONANZA,TID_ACHIEVEMENT_BONANZA_DESCRIPTION,BuildBuildings,20,,,2000,3,,,,3,3,achievement_icon_generic,15,FarmTychoon_3,CgkIndvy4_keEAIQGw
,,,,,,,,,,,,,,,,,,
com.supercell.soil.pets0,,TID_ACHIEVEMENT_PETS,TID_ACHIEVEMENT_PETS_DESCRIPTION,BuyPet,2,,,250,1,,,,1,1,achievement_icon_generic,22,BestFriends_1,CgkIndvy4_keEAIQRA
com.supercell.soil.pets1,1,TID_ACHIEVEMENT_PETS,TID_ACHIEVEMENT_PETS_DESCRIPTION,BuyPet,4,,,750,2,,,,2,2,achievement_icon_generic,22,BestFriends_2,CgkIndvy4_keEAIQRQ
com.supercell.soil.pets2,2,TID_ACHIEVEMENT_PETS,TID_ACHIEVEMENT_PETS_DESCRIPTION,BuyPet,6,,,3000,3,,,,3,3,achievement_icon_generic,22,BestFriends_3,CgkIndvy4_keEAIQRg
,,,,,,,,,,,,,,,,,,
com.supercell.soil.feedpets0,,TID_ACHIEVEMENT_FEED_PETS,TID_ACHIEVEMENT_FEED_PETS_DESCRIPTION,FeedPet,10,PetFeedCount,,250,1,,,,1,1,achievement_icon_generic,23,TastyTreat_1,CgkIndvy4_keEAIQRw
com.supercell.soil.feedpets1,1,TID_ACHIEVEMENT_FEED_PETS,TID_ACHIEVEMENT_FEED_PETS_DESCRIPTION,FeedPet,400,PetFeedCount,,750,2,,,,2,2,achievement_icon_generic,23,TastyTreat_2,CgkIndvy4_keEAIQSA
com.supercell.soil.feedpets2,2,TID_ACHIEVEMENT_FEED_PETS,TID_ACHIEVEMENT_FEED_PETS_DESCRIPTION,FeedPet,3800,PetFeedCount,,3000,3,,,,3,3,achievement_icon_generic,23,TastyTreat_3,CgkIndvy4_keEAIQSQ
,,,,,,,,,,,,,,,,,,
com.supercell.soil.coop0,,TID_ACHIEVEMENT_COOP,TID_ACHIEVEMENT_COOP_DESCRIPTION,SocialBoat,10,SocialBoatCount,,250,1,,,,1,1,achievement_icon_generic,24,CoOp_1,CgkIndvy4_keEAIQSg
com.supercell.soil.coop1,1,TID_ACHIEVEMENT_COOP,TID_ACHIEVEMENT_COOP_DESCRIPTION,SocialBoat,75,SocialBoatCount,,750,2,,,,2,2,achievement_icon_generic,24,CoOp_2,CgkIndvy4_keEAIQSw
com.supercell.soil.coop2,2,TID_ACHIEVEMENT_COOP,TID_ACHIEVEMENT_COOP_DESCRIPTION,SocialBoat,500,SocialBoatCount,,3000,3,,,,3,3,achievement_icon_generic,24,CoOp_3,CgkIndvy4_keEAIQTA
,,,,,,,,,,,,,,,,,,
com.supercell.soil.expansion0,,TID_ACHIEVEMENT_EXPANSION,TID_ACHIEVEMENT_EXPANSION_DESCRIPTION,Expansion,3,,,250,1,,,,1,1,achievement_icon_generic,25,LandOwner_1,CgkIndvy4_keEAIQTQ
com.supercell.soil.expansion1,1,TID_ACHIEVEMENT_EXPANSION,TID_ACHIEVEMENT_EXPANSION_DESCRIPTION,Expansion,7,,,750,2,,,,2,2,achievement_icon_generic,25,LandOwner_2,CgkIndvy4_keEAIQTg
com.supercell.soil.expansion2,2,TID_ACHIEVEMENT_EXPANSION,TID_ACHIEVEMENT_EXPANSION_DESCRIPTION,Expansion,17,,,3000,3,,,,3,3,achievement_icon_generic,25,LandOwner_3,CgkIndvy4_keEAIQTw
,,,,,,,,,,,,,,,,,,
com.supercell.soil.wheel0,,TID_ACHIEVEMENT_WHEEL,TID_ACHIEVEMENT_WHEEL_DESCRIPTION,SpinTheWheel,7,SpinTheWheelCount,,150,1,,,,1,1,achievement_icon_generic,26,HighRoller_1,CgkIndvy4_keEAIQUA
com.supercell.soil.wheel1,1,TID_ACHIEVEMENT_WHEEL,TID_ACHIEVEMENT_WHEEL_DESCRIPTION,SpinTheWheel,14,SpinTheWheelCount,,500,2,,,,2,2,achievement_icon_generic,26,HighRoller_2,CgkIndvy4_keEAIQUQ
com.supercell.soil.wheel2,2,TID_ACHIEVEMENT_WHEEL,TID_ACHIEVEMENT_WHEEL_DESCRIPTION,SpinTheWheel,28,SpinTheWheelCount,,2000,3,,,,3,3,achievement_icon_generic,26,HighRoller_3,CgkIndvy4_keEAIQUg
,,,,,,,,,,,,,,,,,,
com.supercell.soil.boatscore0,,TID_ACHIEVEMENT_BOAT_SCORE,TID_ACHIEVEMENT_BOAT_SCORE_DESCRIPTION,BoatScore,400,,,250,1,,,,1,1,achievement_icon_generic,27,BoatScoreHunter_1,CgkIndvy4_keEAIQUw
com.supercell.soil.boatscore1,1,TID_ACHIEVEMENT_BOAT_SCORE,TID_ACHIEVEMENT_BOAT_SCORE_DESCRIPTION,BoatScore,5000,,,750,10,,,,2,2,achievement_icon_generic,27,BoatScoreHunter_2,CgkIndvy4_keEAIQVA
com.supercell.soil.boatscore2,2,TID_ACHIEVEMENT_BOAT_SCORE,TID_ACHIEVEMENT_BOAT_SCORE_DESCRIPTION,BoatScore,15000,,,3000,50,,,,3,3,achievement_icon_generic,27,BoatScoreHunter_3,CgkIndvy4_keEAIQVQ
,,,,,,,,,,,,,,,,,,
com.supercell.soil.sportsfisher0,,TID_ACHIEVEMENT_SPORTS_FISHER,TID_ACHIEVEMENT_SPORTS_FISHER_DESCRIPTION,SportsFisher,5,,,100,1,,,,1,1,achievement_icon_generic,28,SportsFisher_1,CgkIndvy4_keEAIQVg
com.supercell.soil.sportsfisher1,1,TID_ACHIEVEMENT_SPORTS_FISHER,TID_ACHIEVEMENT_SPORTS_FISHER_DESCRIPTION,SportsFisher,150,,,1000,5,,,,2,2,achievement_icon_generic,28,SportsFisher_2,CgkIndvy4_keEAIQVw
com.supercell.soil.sportsfisher2,2,TID_ACHIEVEMENT_SPORTS_FISHER,TID_ACHIEVEMENT_SPORTS_FISHER_DESCRIPTION,SportsFisher,1000,,,3000,10,,,,3,3,achievement_icon_generic,28,SportsFisher_3,CgkIndvy4_keEAIQWA
,,,,,,,,,,,,,,,,,,
com.supercell.soil.biggamefisher0,,TID_ACHIEVEMENT_BIGGAME_FISHER,TID_ACHIEVEMENT_BIGGAME_FISHER_DESCRIPTION,BigGameFisher,30,,,100,1,,,,1,1,achievement_icon_generic,29,BigGameFisher_1,CgkIndvy4_keEAIQWQ
com.supercell.soil.biggamefisher1,1,TID_ACHIEVEMENT_BIGGAME_FISHER,TID_ACHIEVEMENT_BIGGAME_FISHER_DESCRIPTION,BigGameFisher,900,,,1000,5,,,,2,2,achievement_icon_generic,29,BigGameFisher_2,CgkIndvy4_keEAIQWg
com.supercell.soil.biggamefisher2,2,TID_ACHIEVEMENT_BIGGAME_FISHER,TID_ACHIEVEMENT_BIGGAME_FISHER_DESCRIPTION,BigGameFisher,6000,,,3000,10,,,,3,3,achievement_icon_generic,29,BigGameFisher_3,CgkIndvy4_keEAIQWw
,,,,,,,,,,,,,,,,,,
com.supercell.soil.fishfarmer0,,TID_ACHIEVEMENT_FISH_FARMER,TID_ACHIEVEMENT_FISH_FARMER_DESCRIPTION,FishFarmer,2,,,100,1,,,,1,1,achievement_icon_generic,30,FishFarmer_1,CgkIndvy4_keEAIQXA
com.supercell.soil.fishfarmer1,1,TID_ACHIEVEMENT_FISH_FARMER,TID_ACHIEVEMENT_FISH_FARMER_DESCRIPTION,FishFarmer,4,,,500,2,,,,2,2,achievement_icon_generic,30,FishFarmer_2,CgkIndvy4_keEAIQXQ
com.supercell.soil.fishfarmer2,2,TID_ACHIEVEMENT_FISH_FARMER,TID_ACHIEVEMENT_FISH_FARMER_DESCRIPTION,FishFarmer,6,,,2000,3,,,,3,3,achievement_icon_generic,30,FishFarmer_3,CgkIndvy4_keEAIQXg
,,,,,,,,,,,,,,,,,,
com.supercell.soil.fishermansfriend0,,TID_ACHIEVEMENT_FISHERMANS_FRIEND,TID_ACHIEVEMENT_FISHERMANS_FRIEND_DESCRIPTION,FishermansFriend,7,,,100,1,,,,1,1,achievement_icon_generic,31,FishermansFriend_1,CgkIndvy4_keEAIQXw
com.supercell.soil.fishermansfriend1,1,TID_ACHIEVEMENT_FISHERMANS_FRIEND,TID_ACHIEVEMENT_FISHERMANS_FRIEND_DESCRIPTION,FishermansFriend,14,,,500,2,,,,2,2,achievement_icon_generic,31,FishermansFriend_2,CgkIndvy4_keEAIQYA
com.supercell.soil.fishermansfriend2,2,TID_ACHIEVEMENT_FISHERMANS_FRIEND,TID_ACHIEVEMENT_FISHERMANS_FRIEND_DESCRIPTION,FishermansFriend,28,,,2000,3,,,,3,3,achievement_icon_generic,31,FishermansFriend_3,CgkIndvy4_keEAIQYQ
,,,,,,,,,,,,,,,,,,
com.supercell.soil.lobstertails0,,TID_ACHIEVEMENT_LOBSTER_TAILS,TID_ACHIEVEMENT_LOBSTER_TAILS_DESCRIPTION,LobsterTails,5,,,100,1,,,,1,1,achievement_icon_generic,32,LobsterTails_1,CgkIndvy4_keEAIQYg
