Name,FileName,ExportName,TileWidth,TileHeight,Capacity,TimeMin,TimeSec,ShopIconExportName,BrokenPartCount,BrokenExportName,EffectExportName,CollectionTool1,CollectionTool2,CollectionTool3,TapSound,CollectSound,FullIconExportName,TID
,,silo_04,,,8800,,,,,,,,,,,,,
,,silo_04,,,8850,,,,,,,,,,,,,
,,silo_04,,,8900,,,,,,,,,,,,,
,,silo_04,,,8950,,,,,,,,,,,,,
,,silo_04,,,9000,,,,,,,,,,,,,
,,silo_04,,,9050,,,,,,,,,,,,,
,,silo_04,,,9100,,,,,,,,,,,,,
,,silo_04,,,9150,,,,,,,,,,,,,
,,silo_04,,,9200,,,,,,,,,,,,,
,,silo_04,,,9250,,,,,,,,,,,,,
,,silo_04,,,9300,,,,,,,,,,,,,
,,silo_04,,,9350,,,,,,,,,,,,,
,,silo_04,,,9400,,,,,,,,,,,,,
,,silo_04,,,9450,,,,,,,,,,,,,
,,silo_04,,,9500,,,,,,,,,,,,,
,,silo_04,,,9550,,,,,,,,,,,,,
,,silo_04,,,9600,,,,,,,,,,,,,
,,silo_04,,,9650,,,,,,,,,,,,,
,,silo_04,,,9700,,,,,,,,,,,,,
,,silo_04,,,9750,,,,,,,,,,,,,
,,silo_04,,,9800,,,,,,,,,,,,,
,,silo_04,,,9850,,,,,,,,,,,,,
,,silo_04,,,9900,,,,,,,,,,,,,
,,silo_04,,,9950,,,,,,,,,,,,,
,,silo_04,,,10000,,,,,,,,,,,,,
