Name,FileName,ExportName,TileWidth,TileHeight,Capacity,TimeMin,TimeSec,ShopIconExportName,BrokenPartCount,BrokenExportName,EffectExportName,CollectionTool1,CollectionTool2,CollectionTool3,TapSound,CollectSound,FullIconExportName,TID
,,shed_04,,,7300,,,,,,,,,,,,,
,,shed_04,,,7350,,,,,,,,,,,,,
,,shed_04,,,7400,,,,,,,,,,,,,
,,shed_04,,,7450,,,,,,,,,,,,,
,,shed_04,,,7500,,,,,,,,,,,,,
,,shed_04,,,7550,,,,,,,,,,,,,
,,shed_04,,,7600,,,,,,,,,,,,,
,,shed_04,,,7650,,,,,,,,,,,,,
,,shed_04,,,7700,,,,,,,,,,,,,
,,shed_04,,,7750,,,,,,,,,,,,,
,,shed_04,,,7800,,,,,,,,,,,,,
,,shed_04,,,7850,,,,,,,,,,,,,
,,shed_04,,,7900,,,,,,,,,,,,,
,,shed_04,,,7950,,,,,,,,,,,,,
,,shed_04,,,8000,,,,,,,,,,,,,
,,shed_04,,,8050,,,,,,,,,,,,,
,,shed_04,,,8100,,,,,,,,,,,,,
,,shed_04,,,8150,,,,,,,,,,,,,
,,shed_04,,,8200,,,,,,,,,,,,,
,,shed_04,,,8250,,,,,,,,,,,,,
,,shed_04,,,8300,,,,,,,,,,,,,
,,shed_04,,,8350,,,,,,,,,,,,,
,,shed_04,,,8400,,,,,,,,,,,,,
,,shed_04,,,8450,,,,,,,,,,,,,
,,shed_04,,,8500,,,,,,,,,,,,,
,,shed_04,,,8550,,,,,,,,,,,,,
,,shed_04,,,8600,,,,,,,,,,,,,
,,shed_04,,,8650,,,,,,,,,,,,,
,,shed_04,,,8700,,,,,,,,,,,,,
,,shed_04,,,8750,,,,,,,,,,,,,
,,shed_04,,,8800,,,,,,,,,,,,,
,,shed_04,,,8850,,,,,,,,,,,,,
,,shed_04,,,8900,,,,,,,,,,,,,
,,shed_04,,,8950,,,,,,,,,,,,,
,,shed_04,,,9000,,,,,,,,,,,,,
,,shed_04,,,9050,,,,,,,,,,,,,
,,shed_04,,,9100,,,,,,,,,,,,,
,,shed_04,,,9150,,,,,,,,,,,,,
,,shed_04,,,9200,,,,,,,,,,,,,
,,shed_04,,,9250,,,,,,,,,,,,,
,,shed_04,,,9300,,,,,,,,,,,,,
,,shed_04,,,9350,,,,,,,,,,,,,
,,shed_04,,,9400,,,,,,,,,,,,,
,,shed_04,,,9450,,,,,,,,,,,,,
,,shed_04,,,9500,,,,,,,,,,,,,
,,shed_04,,,9550,,,,,,,,,,,,,
,,shed_04,,,9600,,,,,,,,,,,,,
,,shed_04,,,9650,,,,,,,,,,,,,
,,shed_04,,,9700,,,,,,,,,,,,,
,,shed_04,,,9750,,,,,,,,,,,,,
,,shed_04,,,9800,,,,,,,,,,,,,
,,shed_04,,,9850,,,,,,,,,,,,,
,,shed_04,,,9900,,,,,,,,,,,,,
,,shed_04,,,9950,,,,,,,,,,,,,
,,shed_04,,,10000,,,,,,,,,,,,,
