Name,StartDate,StartHour,EndDate,EndHour,EventType,EventIcon,EventPhoto,GoalType,GoalThresholds,ThresholdRewardSets,ThresholdRewardAlwaysShow,GlobalGoal,GlobalReward,GlobalRewardAmount,GlobalRewardThresholdIndex,EventFish,EventParam1,EventParam2,EventParam3,Title,IntroTitle,Text,Notification,GlobalRewardTitle,GlobalRewardText,FileName,ExportName,AltText,SuccessTitle,SuccessText,SuccessFluff,FailTitle,FailText,FailFluff,SuccessFileName,SuccessExportName,FailFileName,FailExportName
Event_017_Boats,2013-11-8,,2013-11-11,,BoatOrderBonus,,,,,,,,,,,,,200,200,TID_CALENDAR_EVENT_BOAT_ORDER_BONUS_TITLE,TID_CALENDAR_EVENT_BOAT_ORDER_BONUS_TITLE,TID_CALENDAR_EVENT_BOAT_ORDER_BONUS_TEXT,TID_CALENDAR_EVENT_DEFAULT_NOTIFICATION,,,sc/hud.sc,poster_boatorders,TID_CALENDAR_EVENT_BOAT_ORDER_BONUS_ALT_TEXT,,,,,,,,,,
Event_018_Adv_Fishing,2013-11-13,,2013-11-18,,Fishing,event_icon_fish,,Weight,10000,RewardSet1,,85000000,FreeDiamonds,5,1,Fish_100,,,,TID_ADVANCED_EVENT_TITLE_GENERIC_FISHING,TID_ADVANCED_EVENT_TITLE_GENERIC_FISHING,TID_ADVANCED_EVENT_TEXT_GENERIC_FISHING,TID_ADVANCED_EVENT_NOTIFICATION_GENERIC,TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_GENERIC,TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_GENERIC,sc/hud.sc,advanced_event_poster_fishing,,TID_ADVANCED_EVENT_SUCCESS_TITLE_GENERIC,TID_ADVANCED_EVENT_SUCCESS_TEXT_GENERIC,TID_ADVANCED_EVENT_SUCCESS_FLUFF_GENERIC,TID_ADVANCED_EVENT_FAIL_TITLE_GENERIC,TID_ADVANCED_EVENT_FAIL_TEXT_GENERIC,TID_ADVANCED_EVENT_FAIL_FLUFF_GENERIC,,,,
,,,,,,,,,30000,RewardSet2,,,,,,Fish_101,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,110000,RewardSet3,,,,,,Fish_102,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,210000,RewardSet4,,,,,,Fish_103,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,380000,RewardSet5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Event_019_Visitors,2013-11-22,,2013-11-25,,VisitorOrderBonus,,,,,,,,,,,,,200,,TID_CALENDAR_EVENT_PEOPLE_ORDER_BONUS_TITLE,TID_EVENT_PAMFLET,TID_CALENDAR_EVENT_PEOPLE_ORDER_BONUS_TEXT,TID_CALENDAR_EVENT_DEFAULT_NOTIFICATION,,,sc/hud.sc,poster_visitors,,,,,,,,,,,
Event_020_Adv_Boats,2013-11-29,,2013-12-2,,AchievementCounter,event_icon_boat_order,,BoatOrders,1,RewardSet1,,8000000,FreeDiamonds,5,2,,,,,TID_ADVANCED_EVENT_TITLE_GENERIC_BOAT,TID_EVENT_PAMFLET,TID_ADVANCED_EVENT_TEXT_GENERIC_BOAT,TID_ADVANCED_EVENT_NOTIFICATION_GENERIC,TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_GENERIC,TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_GENERIC,sc/hud.sc,advanced_event_poster_boat,,TID_ADVANCED_EVENT_SUCCESS_TITLE_GENERIC,TID_ADVANCED_EVENT_SUCCESS_TEXT_GENERIC,TID_ADVANCED_EVENT_SUCCESS_FLUFF_GENERIC,TID_ADVANCED_EVENT_FAIL_TITLE_GENERIC,TID_ADVANCED_EVENT_FAIL_TEXT_GENERIC,TID_ADVANCED_EVENT_FAIL_FLUFF_GENERIC,,,,
,,,,,,,,,2,RewardSet2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,4,RewardSet3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,7,RewardSet4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,10,RewardSet5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Event_021_CarOrders,2013-12-6,,2013-12-9,,CarOrderBonus,,,,,,,,,,,,,200,,TID_CALENDAR_EVENT_CAR_ORDER_BONUS_TITLE,TID_EVENT_PAMFLET,TID_CALENDAR_EVENT_CAR_ORDER_BONUS_TEXT,TID_CALENDAR_EVENT_DEFAULT_NOTIFICATION,,,sc/hud.sc,poster_carorders,,,,,,,,,,,
Event_022_Adv_Boats,2013-12-13,,2013-12-19,,AchievementCounter,event_icon_boat_order,,BoatOrders,1,RewardSet1,,21000000,FreeDiamonds,5,1,,,,,TID_ADVANCED_EVENT_TITLE_GENERIC_BOAT,TID_EVENT_PAMFLET,TID_ADVANCED_EVENT_TEXT_GENERIC_BOAT,TID_ADVANCED_EVENT_NOTIFICATION_GENERIC,TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_GENERIC,TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_GENERIC,sc/hud.sc,advanced_event_poster_boat,,TID_ADVANCED_EVENT_SUCCESS_TITLE_GENERIC,TID_ADVANCED_EVENT_SUCCESS_TEXT_GENERIC,TID_ADVANCED_EVENT_SUCCESS_FLUFF_GENERIC,TID_ADVANCED_EVENT_FAIL_TITLE_GENERIC,TID_ADVANCED_EVENT_FAIL_TEXT_GENERIC,TID_ADVANCED_EVENT_FAIL_FLUFF_GENERIC,,,,
,,,,,,,,,3,RewardSet2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6,RewardSet3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,10,RewardSet4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,15,RewardSet5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Event_023_Adv_ItemDump_Christmas,2013-12-20,,2013-12-26,,ItemDumping,event_icon_christmas,,Sweater,9,RewardSetChristmas1,,161000000,ChristmasSledge,1,1,,,,,TID_ADVANCED_EVENT_TITLE_CHRISTMAS,TID_EVENT_PAMFLET,TID_ADVANCED_EVENT_TEXT_CHRISTMAS,TID_ADVANCED_EVENT_NOTIFICATION_CHRISTMAS,TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_CHRISTMAS,TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_CHRISTMAS,sc/hud.sc,advanced_event_poster_christmas,,TID_ADVANCED_EVENT_SUCCESS_TITLE_CHRISTMAS,TID_ADVANCED_EVENT_SUCCESS_TEXT_CHRISTMAS,TID_ADVANCED_EVENT_SUCCESS_FLUFF_GENERIC,TID_ADVANCED_EVENT_FAIL_TITLE_GENERIC,TID_ADVANCED_EVENT_FAIL_TEXT_GENERIC,TID_ADVANCED_EVENT_FAIL_FLUFF_GENERIC,,,,
,,,,,,,,Blue Woolly Hat,26,RewardSetChristmas2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Blue Sweater,51,RewardSetChristmas3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Red Scarf,93,RewardSetChristmas4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,152,RewardSetChristmas5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Event_024_Adv_ItemDump_NewYear,2013-12-30,,2014-1-3,,ItemDumping,event_icon_new_year,,Popcorn,12,RewardSet1,,154000000,NewYearTelescope,1,1,,,,,TID_ADVANCED_EVENT_TITLE_NEWYEAR,TID_EVENT_PAMFLET,TID_ADVANCED_EVENT_TEXT_NEWYEAR,TID_ADVANCED_EVENT_NOTIFICATION_NEWYEAR,TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_NEWYEAR,TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_NEWYEAR,sc/hud.sc,advanced_event_poster_new_year,,TID_ADVANCED_EVENT_SUCCESS_TITLE_NEWYEAR,TID_ADVANCED_EVENT_SUCCESS_TEXT_NEWYEAR,TID_ADVANCED_EVENT_SUCCESS_FLUFF_GENERIC,TID_ADVANCED_EVENT_FAIL_TITLE_GENERIC,TID_ADVANCED_EVENT_FAIL_TEXT_GENERIC,TID_ADVANCED_EVENT_FAIL_FLUFF_GENERIC,,,,
,,,,,,,,Butter Popcorn,36,RewardSet2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Chili Popcorn,72,RewardSet3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Chocolate Popcorn,132,RewardSet4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,216,RewardSet5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Event_025_Boats,2014-01-10,,2014-01-13,,BoatOrderBonus,,,,,,,,,,,,,200,200,TID_CALENDAR_EVENT_BOAT_ORDER_BONUS_TITLE,TID_EVENT_PAMFLET,TID_CALENDAR_EVENT_BOAT_ORDER_BONUS_TEXT,TID_CALENDAR_EVENT_DEFAULT_NOTIFICATION,,,sc/hud.sc,poster_boatorders,TID_CALENDAR_EVENT_BOAT_ORDER_BONUS_ALT_TEXT,,,,,,,,,,
Event_026_Adv_Fishing,2014-01-17,,2014-01-20,,Fishing,event_icon_fish,,Weight,10000,RewardSet1,,249000000,FreeDiamonds,5,1,Fish_100,,,,TID_ADVANCED_EVENT_TITLE_GENERIC_FISHING,TID_EVENT_PAMFLET,TID_ADVANCED_EVENT_TEXT_GENERIC_FISHING,TID_ADVANCED_EVENT_NOTIFICATION_GENERIC,TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_GENERIC,TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_GENERIC,sc/hud.sc,advanced_event_poster_fishing,,TID_ADVANCED_EVENT_SUCCESS_TITLE_GENERIC,TID_ADVANCED_EVENT_SUCCESS_TEXT_GENERIC,TID_ADVANCED_EVENT_SUCCESS_FLUFF_GENERIC,TID_ADVANCED_EVENT_FAIL_TITLE_GENERIC,TID_ADVANCED_EVENT_FAIL_TEXT_GENERIC,TID_ADVANCED_EVENT_FAIL_FLUFF_GENERIC,,,,
,,,,,,,,,30000,RewardSet2,,,,,,Fish_101,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,100000,RewardSet3,,,,,,Fish_102,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,190000,RewardSet4,,,,,,Fish_103,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,360000,RewardSet5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Event_027_Visitors,2014-01-24,,2014-01-27,,VisitorOrderBonus,,,,,,,,,,,,,200,,TID_CALENDAR_EVENT_PEOPLE_ORDER_BONUS_TITLE,TID_EVENT_PAMFLET,TID_CALENDAR_EVENT_PEOPLE_ORDER_BONUS_TEXT,TID_CALENDAR_EVENT_DEFAULT_NOTIFICATION,,,sc/hud.sc,poster_visitors,,,,,,,,,,,
Event_028_Adv_Boats,2014-01-31,,2014-02-03,,AchievementCounter,event_icon_boat_order,,BoatOrders,1,RewardSet1,,21000000,FreeDiamonds,5,1,,,,,TID_ADVANCED_EVENT_TITLE_GENERIC_BOAT,TID_EVENT_PAMFLET,TID_ADVANCED_EVENT_TEXT_GENERIC_BOAT,TID_ADVANCED_EVENT_NOTIFICATION_GENERIC,TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_GENERIC,TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_GENERIC,sc/hud.sc,advanced_event_poster_boat,,TID_ADVANCED_EVENT_SUCCESS_TITLE_GENERIC,TID_ADVANCED_EVENT_SUCCESS_TEXT_GENERIC,TID_ADVANCED_EVENT_SUCCESS_FLUFF_GENERIC,TID_ADVANCED_EVENT_FAIL_TITLE_GENERIC,TID_ADVANCED_EVENT_FAIL_TEXT_GENERIC,TID_ADVANCED_EVENT_FAIL_FLUFF_GENERIC,,,,
,,,,,,,,,2,RewardSet2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,4,RewardSet3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,7,RewardSet4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,10,RewardSet5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Event_029_CarOrders,2014-02-07,,2014-02-10,,CarOrderBonus,,,,,,,,,,,,,200,,TID_CALENDAR_EVENT_CAR_ORDER_BONUS_TITLE,TID_EVENT_PAMFLET,TID_CALENDAR_EVENT_CAR_ORDER_BONUS_TEXT,TID_CALENDAR_EVENT_DEFAULT_NOTIFICATION,,,sc/hud.sc,poster_carorders,,,,,,,,,,,
Event_030_Valentine,2014-02-14,,2014-02-17,,ItemDumping,event_icon_valentines_day,,Cookie,5,RewardSet1,,108000000,ValentinesCupidStatue,1,3,,,,,TID_ADVANCED_EVENT_TITLE_VALENTINES,TID_EVENT_PAMFLET,TID_ADVANCED_EVENT_TEXT_VALENTINES,TID_ADVANCED_EVENT_NOTIFICATION_VALENTINES,TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_VALENTINES,TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_VALENTINES,sc/hud.sc,advanced_event_poster_valentines_day,,TID_ADVANCED_EVENT_SUCCESS_TITLE_VALENTINES,TID_ADVANCED_EVENT_SUCCESS_TEXT_VALENTINES,TID_ADVANCED_EVENT_SUCCESS_FLUFF_GENERIC,TID_ADVANCED_EVENT_FAIL_TITLE_GENERIC,TID_ADVANCED_EVENT_FAIL_TEXT_GENERIC,TID_ADVANCED_EVENT_FAIL_FLUFF_GENERIC,,,,
,,,,,,,,,15,RewardSet2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,29,RewardSet3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,53,RewardSet4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,87,RewardSet5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Event_031_Adv_Boats,2014-02-21,,2014-02-24,,AchievementCounter,event_icon_boat_order,,BoatOrders,1,RewardSet1,,22000000,FreeDiamonds,5,1,,,,,TID_ADVANCED_EVENT_TITLE_GENERIC_BOAT,TID_EVENT_PAMFLET,TID_ADVANCED_EVENT_TEXT_GENERIC_BOAT,TID_ADVANCED_EVENT_NOTIFICATION_GENERIC,TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_GENERIC,TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_GENERIC,sc/hud.sc,advanced_event_poster_boat,,TID_ADVANCED_EVENT_SUCCESS_TITLE_GENERIC,TID_ADVANCED_EVENT_SUCCESS_TEXT_GENERIC,TID_ADVANCED_EVENT_SUCCESS_FLUFF_GENERIC,TID_ADVANCED_EVENT_FAIL_TITLE_GENERIC,TID_ADVANCED_EVENT_FAIL_TEXT_GENERIC,TID_ADVANCED_EVENT_FAIL_FLUFF_GENERIC,,,,
,,,,,,,,,2,RewardSet2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,4,RewardSet3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,7,RewardSet4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,10,RewardSet5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Event_032_Adv_Fishing,2014-02-28,,2014-03-03,,Fishing,event_icon_fish,,Weight,10000,RewardSet1,,282000000,FreeDiamonds,5,1,Fish_100,,,,TID_ADVANCED_EVENT_TITLE_GENERIC_FISHING,TID_EVENT_PAMFLET,TID_ADVANCED_EVENT_TEXT_GENERIC_FISHING,TID_ADVANCED_EVENT_NOTIFICATION_GENERIC,TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_GENERIC,TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_GENERIC,sc/hud.sc,advanced_event_poster_fishing,,TID_ADVANCED_EVENT_SUCCESS_TITLE_GENERIC,TID_ADVANCED_EVENT_SUCCESS_TEXT_GENERIC,TID_ADVANCED_EVENT_SUCCESS_FLUFF_GENERIC,TID_ADVANCED_EVENT_FAIL_TITLE_GENERIC,TID_ADVANCED_EVENT_FAIL_TEXT_GENERIC,TID_ADVANCED_EVENT_FAIL_FLUFF_GENERIC,,,,
,,,,,,,,,30000,RewardSet2,,,,,,Fish_101,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,100000,RewardSet3,,,,,,Fish_102,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,190000,RewardSet4,,,,,,Fish_103,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,360000,RewardSet5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Event_033_Boats,2014-03-07,,2014-03-09,,BoatOrderBonus,,,,,,,,,,,,,200,200,TID_CALENDAR_EVENT_BOAT_ORDER_BONUS_TITLE,TID_EVENT_PAMFLET,TID_CALENDAR_EVENT_BOAT_ORDER_BONUS_TEXT,TID_CALENDAR_EVENT_DEFAULT_NOTIFICATION,,,sc/hud.sc,poster_boatorders,TID_CALENDAR_EVENT_BOAT_ORDER_BONUS_ALT_TEXT,,,,,,,,,,
