"Name","DefenseValue","BuildingClass","BuildTimeD","BuildTimeH","BuildTimeM","BuildTimeS","BuildCost","TownHallLevel","MaxStoredResource","UnlockProtoAtLevel","PrototypeCost","HousingSpace","ProducesResource","ResourcePerHour","ResourceMax","UnitProduction","UpgradesUnits","Hitpoints","RegenTime","AttackRange","AttackRate","Damage","MinAttackRange","DamageRadius","AttackSpread","BoostTimeMs","SpeedBoost","ArmorBoost","DamageBoost","CombatSetupTimeMs","CombatTeardownTimeMs","CombatTeardownDelayMs","ProtectedOutsideCombat","ExportNameSetup","SetupEffect","TurretAngleSetup","ExportNameTeardown","TeardownEffect","TurretAngleTeardown","ExportNameProtected","AmplifierRange","AmplifierDamage","HQShieldPercentage","LaserDistance","CreatesArtifacts","ArtifactType","ArtifactCapacity","PrototypeCapacity","ArtifactStorageCapacity","DeepseaDepth","StartingEnergy","EnergyGain","CanNotMove","ExplorableRegions","ReloadTime","ShotsBeforeReload","ResourceProtectionPercent","DamageOverFiveSeconds","XpGain","StunTimeMS","TID","InfoTID","SubtitleTID","SWF","ExportName","ExportNameTop","ExportNameNpc","ExportNameConstruction","BarrelType","ModelName","TextureName","EnemyTextureName","MeshName","ShadowModelName","ShadowMeshName","ShadowTextureName","Width","Height","Passable","ExportNameBuildAnim","DestroyEffect","ShatterEffect","AttackEffect","AttackEffect2","AttackEffect3","TurretX","HitEffect","HitEffect2","Projectile","ExportNameDamaged","ExportNameBase","ExportNameBaseIce","ExportNameBaseFire","ExportNameBaseCoop","ExportNameBaseCrab","PickUpEffect","PlacingEffect","DefenderCharacter","DefenderCount","DefenderZ","MissEffect","VillagerProbability","BuildingReadyEffect","ProjSkewing","ProjYScaling","ProjXOffset","RandomFrame","PrisonerCharacter","PrisonerCount","PrisonerLevel","ExportNameDestruct","DestructDelayMs","DestructRadius","DestructDamage","DestructSpeedBoost","DestructDamageBoost","DestructBoostDurationMs","DestructEffect","SpawnCharacter","Invisible","TroopPresets","AntiAirAttacks","TauntRange","Push","PanicDurationMs","AttackMovingOnly","IsHeroBoat"
,,,0,18,0,0,"268000,97000,28000",,"0,3000,2000,2000,2000",,,,,,,,,38000,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,"townhall_lvl11",,"headquarters_enemy_lvl11",,,,"model/piers.pvr","model/piers.pvr","pier_lvl5Mesh","model/pier_foams.sbm:7","foams05","model/pier_shadows.pvr",,,,,,,,,,,,,,"gen_destroyed_5_C","main_building_base","main_building_base_ice","main_building_base","main_building_base","main_building_base",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,22,0,0,"400000,189000,50000",,"0,3000,2000,2000,2000",,,,,,,,,43000,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,"townhall_lvl11",,"headquarters_enemy_lvl11",,,,"model/piers.pvr","model/piers.pvr","pier_lvl5Mesh","model/pier_foams.sbm:7","foams05","model/pier_shadows.pvr",,,,,,,,,,,,,,"gen_destroyed_5_C","main_building_base","main_building_base_ice","main_building_base","main_building_base","main_building_base",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,1,0,0,0,"570000,340000,97000",,"0,3000,2000,2000,2000",,,,,,,,,50000,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,"townhall_lvl11",,"headquarters_enemy_lvl11",,,,"model/piers.pvr","model/piers.pvr","pier_lvl5Mesh","model/pier_foams.sbm:7","foams05","model/pier_shadows.pvr",,,,,,,,,,,,,,"gen_destroyed_5_C","main_building_base","main_building_base_ice","main_building_base","main_building_base","main_building_base",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,1,4,0,0,"790000,690000,189000",,"0,3000,2000,2000,2000",,,,,,,,,58000,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,"townhall_lvl11",,"headquarters_enemy_lvl11",,,,"model/piers.pvr","model/piers.pvr","pier_lvl5Mesh","model/pier_foams.sbm:7","foams05","model/pier_shadows.pvr",,,,,,,,,,,,,,"gen_destroyed_5_C","main_building_base","main_building_base_ice","main_building_base","main_building_base","main_building_base",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,1,8,0,0,"1350000,1020000,370000",,"0,3000,2000,2000,2000",,,,,,,,,70000,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,"townhall_lvl11",,"headquarters_enemy_lvl11",,,,"model/piers.pvr","model/piers.pvr","pier_lvl6Mesh","model/pier_foams.sbm:7","foams06","model/pier_shadows.pvr",,,,,,,,,,,,,,"gen_destroyed_5_C","main_building_base","main_building_base_ice","main_building_base","main_building_base","main_building_base",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,1,12,0,0,"1900000,1700000,740000",,"0,3000,2000,2000,2000",,,,,,,,,85000,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,"townhall_lvl17",,"headquarters_enemy_lvl17",,,,"model/piers.pvr","model/piers.pvr","pier_lvl6Mesh","model/pier_foams.sbm:7","foams06","model/pier_shadows.pvr",,,,,,,,,,,,,,"gen_destroyed_5_C","main_building_base","main_building_base_ice","main_building_base","main_building_base","main_building_base",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,1,16,0,0,"2690000,2220000,1410000",,"0,3000,2000,2000,2000",,,,,,,,,100000,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,"townhall_lvl17",,"headquarters_enemy_lvl17",,,,"model/piers.pvr","model/piers.pvr","pier_lvl6Mesh","model/pier_foams.sbm:7","foams06","model/pier_shadows.pvr",,,,,,,,,,,,,,"gen_destroyed_5_C","main_building_base","main_building_base_ice","main_building_base","main_building_base","main_building_base",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,1,20,0,0,"3300000,3000000,1970000",,"0,3000,2000,2000,2000",,,,,,,,,120000,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,"townhall_lvl17",,"headquarters_enemy_lvl17",,,,"model/piers.pvr","model/piers.pvr","pier_lvl6Mesh","model/pier_foams.sbm:7","foams06","model/pier_shadows.pvr",,,,,,,,,,,,,,"gen_destroyed_5_C","main_building_base","main_building_base_ice","main_building_base","main_building_base","main_building_base",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,2,0,0,0,"3700000,3600000,2830000",,"0,3000,2000,2000,2000",,,,,,,,,140000,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,"townhall_lvl17",,"headquarters_enemy_lvl17",,,,"model/piers.pvr","model/piers.pvr","pier_lvl7Mesh","model/pier_foams.sbm:7","foams07","model/pier_shadows.pvr",,,,,,,,,,,,,,"gen_destroyed_5_C","main_building_base","main_building_base_ice","main_building_base","main_building_base","main_building_base",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,2,4,0,0,"4260000,4100000,3940000",,"0,3000,2000,2000,2000",,,,,,,,,160000,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,"townhall_lvl21",,"headquarters_enemy_lvl21",,,,"model/piers.pvr","model/piers.pvr","pier_lvl7Mesh","model/pier_foams.sbm:7","foams07","model/pier_shadows.pvr",,,,,,,,,,,,,,"gen_destroyed_5_C","main_building_base","main_building_base_ice","main_building_base","main_building_base","main_building_base",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,2,8,0,0,"4780000,4600000,4420000",,"0,3000,2000,2000,2000",,,,,,,,,180000,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,"townhall_lvl22",,"townhall_enemy_lvl22",,,,"model/piers.pvr","model/piers.pvr","pier_lvl7Mesh","model/pier_foams.sbm:7","foams07","model/pier_shadows.pvr",,,,,,,,,,,,,,"gen_destroyed_5_C","main_building_base","main_building_base_ice","main_building_base","main_building_base","main_building_base",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
"Housing",,"Resource",0,0,2,0,"150,0,0",1,,,,,"Resource1",120,500,,,1000,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"TID_BUILDING_HOUSING","TID_HOUSING_INFO","TID_HOUSING_SUBTITLE","sc/in-game.sc","housing_lvl1",,"housing_lvl1_BG","gen_build_3",,,,,,,,,3,3,,"gen_construction_3","Building Destroyed Wooden","FrozenDefenceShatter",,,,,,,,"gen_destroyed_3","reef_b_base_housing","reef_b_base_housing_ice","reef_b_base_housing","reef_b_base_housing","reef_b_base_housing","Building Pickup","Building Placing",,,,,10,"Building Ready",15,90,0,,,,,,,,,,,,,,,,,,,,,
,,,0,0,5,0,"350,0,0",1,,,,,,210,1450,,,1200,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,"housing_lvl2",,"housing_lvl2_BG",,,,,,,,,,,,,,,,,,,,,,,"gen_destroyed_3","reef_b_base_housing","reef_b_base_housing_ice","reef_b_base_housing","reef_b_base_housing","reef_b_base_housing",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,45,0,"1140,0,0",2,,,,,,360,3500,,,1400,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,"housing_lvl3",,"housing_lvl3_BG",,,,,,,,,,,,,,,,,,,,,,,"gen_destroyed_3","reef_b_base_housing","reef_b_base_housing_ice","reef_b_base_housing","reef_b_base_housing","reef_b_base_housing",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,1,45,0,"3800,0,0",3,,,,,,590,7500,,,1700,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,"housing_lvl4",,"housing_lvl4_BG",,,,,,,,,,,,,,,,,,,,,,,"gen_destroyed_3","reef_b_base_housing","reef_b_base_housing_ice","reef_b_base_housing","reef_b_base_housing","reef_b_base_housing",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,2,15,0,"7800,0,0",4,,,,,,900,14700,,,2000,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,"housing_lvl5",,"housing_lvl5_BG",,,,,,,,,,,,,,,,,,,,,,,"gen_destroyed_3","reef_b_base_housing","reef_b_base_housing_ice","reef_b_base_housing","reef_b_base_housing","reef_b_base_housing",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,3,30,0,"19800,3500,0",6,,,,,,1300,26800,,,2400,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,"housing_lvl6",,"housing_lvl6_BG",,,,,,,,,,,,,,,,,,,,,,,"gen_destroyed_3_C","reef_b_base_housing","reef_b_base_housing_ice","reef_b_base_housing","reef_b_base_housing","reef_b_base_housing",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,4,0,0,"57000,13500,3600",9,,,,,,1800,45000,,,2900,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,"housing_lvl7",,"housing_lvl7_BG",,,,,,,,,,,,,,,,,,,,,,,"gen_destroyed_3_C","reef_b_base_housing","reef_b_base_housing_ice","reef_b_base_housing","reef_b_base_housing","reef_b_base_housing",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,8,0,0,"227000,136000,39000",13,,,,,,2400,70000,,,3500,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,"housing_lvl8",,"housing_lvl8_BG",,,,,,,,,,,,,,,,,,,,,,,"gen_destroyed_3_C","reef_b_base_housing","reef_b_base_housing_ice","reef_b_base_housing","reef_b_base_housing","reef_b_base_housing",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,12,0,0,"760000,680000,298000",16,,,,,,3000,100000,,,4200,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,"housing_lvl9",,"housing_lvl9_BG",,,,,,,,,,,,,,,,,,,,,,,"gen_destroyed_3_C","reef_b_base_housing","reef_b_base_housing_ice","reef_b_base_housing","reef_b_base_housing","reef_b_base_housing",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,20,0,0,"1480000,1440000,1130000",19,,,,,,3500,130000,,,5000,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,"housing_lvl10",,"housing_lvl10_BG",,,,,,,,,,,,,,,,,,,,,,,"gen_destroyed_3_C","reef_b_base_housing","reef_b_base_housing_ice","reef_b_base_housing","reef_b_base_housing","reef_b_base_housing",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
"Woodcutters Hut",,"Misc",0,0,5,0,"50,0,0",1,,,,,"Resource2",120,500,,,1500,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"TID_BUILDING_WOODCUTTER","TID_WOODCUTTERS_HUT_INFO","TID_WOODCUTTERS_HUT_SUBTITLE","sc/in-game.sc","sawmill_lvl1",,,"gen_build_5",,,,,,,,,5,5,,"gen_construction_5","Building Destroyed Sawmill","FrozenDefenceShatter",,,,,,,,"destroyed_sawmill","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1_ice","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1","Building Pickup","Building Placing",,,,,10,"Building Ready",15,90,-100,,,,,,,,,,,,,,,,,,,,,
,,,0,0,5,0,"200,0,0",1,,,,,,210,1450,,,1800,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,"sawmill_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,"destroyed_sawmill","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1_ice","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,30,0,"600,0,0",2,,,,,,360,3500,,,2200,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,"sawmill_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,"destroyed_sawmill","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1_ice","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,1,45,0,"3500,0,0",3,,,,,,580,7500,,,2600,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,"sawmill_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,"destroyed_sawmill","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1_ice","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,2,30,0,"10000,0,0",5,,,,,,900,14700,,,3100,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,"sawmill_lvl5",,,,,,,,,,,,,,,,,,,,,,,,,"destroyed_sawmill","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1_ice","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,6,0,0,"0,9300,0",7,,,,,,1320,26800,,,3700,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,"sawmill_lvl6",,,,,,,,,,,,,,,,,,,,,,,,,"destroyed_sawmill","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1_ice","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,8,0,0,"0,21000,5600",9,,,,,,1800,45000,,,4400,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,"sawmill_lvl7",,,,,,,,,,,,,,,,,,,,,,,,,"destroyed_sawmill","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1_ice","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,10,0,0,"0,95000,24800",12,,,,,,2400,70000,,,5300,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,"sawmill_lvl8",,,,,,,,,,,,,,,,,,,,,,,,,"destroyed_sawmill","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1_ice","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,12,0,0,"0,410000,149000",15,,,,,,3000,100000,,,6300,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,"sawmill_lvl9",,,,,,,,,,,,,,,,,,,,,,,,,"destroyed_sawmill","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1_ice","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,14,0,0,"0,670000,420000",17,,,,,,3500,130000,,,7500,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,"sawmill_lvl9",,,,,,,,,,,,,,,,,,,,,,,,,"destroyed_sawmill","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1_ice","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1","reef_b_base_woodcutter_1",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
