"Armored_troop",,,,,,,,,,
,"busy","false",1,,,,"true","flying_turtle_baby_walk","sc/units.sc","false"
,"celebrate","false",1,,,,"true","flying_turtle_baby_jump","sc/units.sc","false"
,"die","false",1,,,,"true","flying_turtle_baby_bury","sc/units.sc","false"
"Seastar2",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","false",,,,,"true","seastar2_idle","sc/units.sc","true"
,"idle","false",1,,,,"true","seastar2_idle","sc/units.sc","true"
,"busy","false",1,,,,"true","seastar2_idle","sc/units.sc","true"
,"celebrate","false",1,,,,"true","seastar2_idle","sc/units.sc","true"
,"die","false",1,,,,"true","seastar2_jump","sc/units.sc","true"
"patrickthestarfish",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","false",,,,,"true","patrick_idle","sc/units.sc","true"
,"idle","false",1,,,,"true","patrick_idle","sc/units.sc","true"
,"busy","false",1,,,,"true","patrick_idle","sc/units.sc","true"
,"celebrate","false",1,,,,"true","patrick_idle","sc/units.sc","true"
,"die","false",1,,,,"true","patrick_jump","sc/units.sc","true"
"Seastar1",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","false",,,,,"true","seastar1_idle","sc/units.sc","true"
,"idle","false",1,,,,"true","seastar1_idle","sc/units.sc","true"
,"busy","false",1,,,,"true","seastar1_idle","sc/units.sc","true"
,"celebrate","false",1,,,,"true","seastar1_idle","sc/units.sc","true"
,"die","false",1,,,,"true","seastar1_jump","sc/units.sc","true"
"Seashell1",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","false",,,,,"true","seashell1_idle","sc/units.sc","true"
,"idle","false",1,,,,"true","seashell1_idle","sc/units.sc","true"
,"busy","false",1,,,,"true","seashell1_idle","sc/units.sc","true"
,"celebrate","false",1,,,,"true","seashell1_idle","sc/units.sc","true"
,"die","false",1,,,,"true","seashell1_jump","sc/units.sc","true"
"Seashell2",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","false",,,,,"true","seashell2_idle","sc/units.sc","true"
,"idle","false",1,,,,"true","seashell2_idle","sc/units.sc","true"
,"busy","false",1,,,,"true","seashell2_idle","sc/units.sc","true"
,"celebrate","false",1,,,,"true","seashell2_idle","sc/units.sc","true"
,"die","false",1,,,,"true","seashell2_jump","sc/units.sc","true"
"Seashell3",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","false",,,,,"true","seashell3_idle","sc/units.sc","true"
,"idle","false",1,,,,"true","seashell3_idle","sc/units.sc","true"
,"busy","false",1,,,,"true","seashell3_idle","sc/units.sc","true"
,"celebrate","false",1,,,,"true","seashell3_idle","sc/units.sc","true"
,"die","false",1,,,,"true","seashell3_jump","sc/units.sc","true"
"Seagull",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,"true","seagull_fly","sc/units.sc","true"
,"idle","true",1,,,,"true","seagull_idle","sc/units.sc","true"
,"busy","true",1,,,,"true","seagull_landing","sc/units.sc","true"
,"celebrate","true",1,,,,"true","seagull_takeoff","sc/units.sc","true"
,"die","true",1,,,,"true","seagull_fly","sc/units.sc","true"
"Heavy Gunner",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,,"heavy_gunner_lvl1_run1","sc/units.sc","true"
,"idle","true",1,,,,,"heavy_gunner_lvl1_idle1","sc/units.sc","true"
,"attack","true",1,4,,,,"heavy_gunner_lvl1_run1","sc/units.sc","false"
,"celebrate","true",1,,,,,"heavy_gunner_lvl1_idle1","sc/units.sc","true"
,"die","false",1,,,,,"death_ground_puff","sc/in-game.sc","false"
"Assault Troop",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,,"assault_troop_lvl1_run1","sc/units.sc","true"
,"idle","true",1,,,,,"assault_troop_lvl1_idle1","sc/units.sc","true"
,"attack","true",1,3,,,,"assault_troop_lvl1_attack1","sc/units.sc","false"
,"celebrate","true",1,,,,,"assault_troop_lvl1_cheer1","sc/units.sc","true"
,"die","false",1,,,,,"death_ground_puff","sc/in-game.sc","false"
"Bazooka Girl",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,,"bazooka_girl_lvl0_run1","sc/units.sc","true"
,"idle","true",1,,,,,"bazooka_girl_lvl0_idle1","sc/units.sc","true"
,"attack","true",1,4,,,,"bazooka_girl_lvl0_attack1","sc/units.sc","false"
,"celebrate","true",1,,,,,"bazooka_girl_lvl0_idle1","sc/units.sc","true"
,"die","false",1,,,,,"death_ground_puff","sc/in-game.sc","false"
"Native_villager",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,,"villager_native_girl_walk1","sc/units.sc","true"
,"idle","true",1,,,,,"villager_native_girl_idle1","sc/units.sc","true"
,,"true",1,,,,,"villager_native_girl_idle1","sc/units.sc","true"
,"busy","true",1,10,,,,"villager_native_girl_cheer1","sc/units.sc","false"
,,"true",1,10,,,,"villager_native_girl_cheer1","sc/units.sc","false"
,"celebrate","true",5,,,,,"villager_native_girl_cheer1","sc/units.sc","true"
,,"true",2,,,,,"villager_native_girl_cheer1","sc/units.sc","true"
,,"true",1,,,,,"villager_native_girl_cheer1","sc/units.sc","true"
,"die","false",1,,,,,"death_ground_puff","sc/in-game.sc","false"
"Native_Warrior",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,,"native_warrior1_run","sc/units.sc","true"
,"idle","true",1,,,,,"native_warrior1_idle1","sc/units.sc","true"
,"attack","true",1,14,,,,"native_warrior1_attack1","sc/units.sc","false"
,"celebrate","true",1,,,,,"native_warrior1_cheer1","sc/units.sc","true"
,"die","false",1,,,,,"death_ground_puff","sc/in-game.sc","false"
"Enemy_villager",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,,"villager_BG_walk1","sc/units.sc","true"
,"idle","true",1,,,,,"villager_BG_idle","sc/units.sc","true"
,,"true",1,,,,,"villager_BG_idle","sc/units.sc","true"
,"busy","true",1,6,,,,"villager_BG_busy1","sc/units.sc","true"
,,"true",5,6,,,,"villager_BG_busy1","sc/units.sc","true"
,"celebrate","true",4,,,,,"villager_BG_idle","sc/units.sc","true"
,,"true",1,,,,,"villager_BG_idle","sc/units.sc","true"
,"die","false",1,,,,,"death_ground_puff","sc/in-game.sc","false"
"Assault Troop BG",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,,"assault_BG_lvl1_run1","sc/units.sc","true"
,"idle","true",1,,,,,"assault_BG_lvl1_idle1","sc/units.sc","true"
,"attack","true",1,3,,,,"assault_BG_lvl1_attack1","sc/units.sc","false"
,"celebrate","true",1,,,,,"assault_BG_lvl1_cheer1","sc/units.sc","true"
,"die","false",1,,,,,"death_ground_puff","sc/in-game.sc","false"
"Tank BG",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,3,2,"false","tank_BG_lvl1_drive1","sc/units.sc","true"
,"idle","true",1,,3,2,"false","tank_BG_lvl1_idle","sc/units.sc","false"
,,"true",1,,3,2,"false","tank_BG_lvl1_idle","sc/units.sc","true"
,"attack","true",1,3,3,2,"false","tank_BG_lvl1_idle","sc/units.sc","false"
,"celebrate","true",1,,3,2,"false","tank_BG_lvl1_idle","sc/units.sc","true"
,"die","false",1,,3,2,"false","death_ground_puff","sc/in-game.sc","false"
"Heavy Gunner BG",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,,"heavy_BG_lvl1_run1","sc/units.sc","true"
,"idle","true",1,,,,,"heavy_BG_lvl1_idle1","sc/units.sc","true"
,"attack","true",1,4,,,,"heavy_BG_lvl1_run1","sc/units.sc","false"
,"celebrate","true",1,,,,,"heavy_BG_lvl1_idle1","sc/units.sc","true"
,"die","false",1,,,,,"death_ground_puff","sc/in-game.sc","false"
"Bazooka Girl BG",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,,"bazooka_BG_lvl0_run1","sc/units.sc","true"
,"idle","true",1,,,,,"bazooka_BG_lvl0_idle1","sc/units.sc","true"
,"attack","true",1,4,,,,"bazooka_BG_lvl0_attack1","sc/units.sc","false"
,"celebrate","true",1,,,,,"bazooka_BG_lvl0_idle1","sc/units.sc","true"
,"die","false",1,,,,,"death_ground_puff","sc/in-game.sc","false"
"Native_Warrior BG",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,,"native_BG_run","sc/units.sc","true"
,"idle","true",1,,,,,"native_BG_idle1","sc/units.sc","true"
,"attack","true",1,14,,,,"native_BG_attack1","sc/units.sc","false"
,"celebrate","true",1,,,,,"native_BG_cheer1","sc/units.sc","true"
,"die","false",1,,,,,"death_ground_puff","sc/in-game.sc","false"
"Healer",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,,"medic_troop_lvl1_run1","sc/units.sc","true"
,"idle","true",1,,,,,"medic_troop_lvl1_idle1","sc/units.sc","true"
,"attack","true",1,3,,,,"medic_troop_lvl1_attack1","sc/units.sc","false"
,"celebrate","true",1,,,,,"medic_troop_lvl1_cheer1","sc/units.sc","true"
,"die","false",1,,,,,"death_ground_puff","sc/in-game.sc","false"
,"walkattack","true",,3,,,,"medic_troop_lvl1_runAtt","sc/units.sc","true"
"Healer_BG",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,,"medic_BG_lvl1_run1","sc/units.sc","true"
,"idle","true",1,,,,,"medic_BG_lvl1_idle1","sc/units.sc","true"
,"attack","true",1,3,,,,"medic_BG_lvl1_attack1","sc/units.sc","false"
,"celebrate","true",1,,,,,"medic_BG_lvl1_cheer1","sc/units.sc","true"
,"die","false",1,,,,,"death_ground_puff","sc/in-game.sc","false"
,"walkattack","true",,3,,,,"medic_BG_lvl1_runAtt","sc/units.sc","true"
"Native_slave",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,,"villager_native_boy_walk1","sc/units.sc","true"
,"idle","true",1,,,,,"villager_native_boy_idle1","sc/units.sc","true"
,,"true",1,,,,,"villager_native_boy_idle1","sc/units.sc","true"
,"busy","true",1,10,,,,"villager_native_boy_cheer1","sc/units.sc","false"
,,"true",1,10,,,,"villager_native_boy_cheer1","sc/units.sc","false"
,"celebrate","true",5,,,,,"villager_native_boy_cheer1","sc/units.sc","true"
,,"true",2,,,,,"villager_native_boy_cheer1","sc/units.sc","true"
,,"true",1,,,,,"villager_native_boy_cheer1","sc/units.sc","true"
,"die","false",1,,,,,"death_ground_puff","sc/in-game.sc","false"
"Freezer",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,,"atom_troop_lvl1_run1","sc/units.sc","true"
,"idle","true",1,,,,,"atom_troop_lvl1_idle1","sc/units.sc","true"
,"attack","true",1,11,,,,"atom_troop_lvl1_attack1","sc/units.sc","false"
,"celebrate","true",1,,,,,"atom_troop_lvl1_idle1","sc/units.sc","true"
,"die","false",1,,,,,"death_ground_puff","sc/in-game.sc","false"
"Freezer_BG",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,,"atom_BG_lvl1_run1","sc/units.sc","true"
,"idle","true",1,,,,,"atom_BG_lvl1_idle1","sc/units.sc","true"
,"attack","true",1,11,,,,"atom_BG_lvl1_attack1","sc/units.sc","false"
,"celebrate","true",1,,,,,"atom_BG_lvl1_idle1","sc/units.sc","true"
,"die","false",1,,,,,"death_ground_puff","sc/in-game.sc","false"
"Granadier",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,,"granadier_lvl1_run","sc/units.sc","true"
,"idle","true",1,,,,,"granadier_lvl1_idle","sc/units.sc","true"
,"attack","true",1,11,,,,"granadier_lvl1_attack","sc/units.sc","false"
,"celebrate","true",1,,,,,"granadier_lvl1_idle","sc/units.sc","true"
,"die","false",1,,,,,"death_ground_puff","sc/in-game.sc","false"
"Granadier_BG",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,,"granadier_BG_lvl1_run","sc/units.sc","true"
,"idle","true",1,,,,,"granadier_BG_lvl1_idle","sc/units.sc","true"
,"attack","true",1,11,,,,"granadier_BG_lvl1_attack","sc/units.sc","false"
,"celebrate","true",1,,,,,"granadier_BG_lvl1_idle","sc/units.sc","true"
,"die","false",1,,,,,"death_ground_puff","sc/in-game.sc","false"
"Flame_Tank",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,3,2,"false","Ftank_lvl1_drive1","sc/units.sc","true"
,"idle","true",1,,3,2,"false","Ftank_lvl1_idle","sc/units.sc","false"
,,"true",1,,3,2,"false","Ftank_lvl1_idle","sc/units.sc","true"
,"attack","true",1,3,3,2,"false","Ftank_lvl1_idle","sc/units.sc","false"
,"celebrate","true",1,,3,2,"false","Ftank_lvl1_idle","sc/units.sc","true"
,"die","false",1,,3,2,"false","death_ground_puff","sc/in-game.sc","false"
"Flame_Tank_BG",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,3,2,"false","fank_BG_lvl1_drive1","sc/units.sc","true"
,"idle","true",1,,3,2,"false","fank_BG_lvl1_idle","sc/units.sc","false"
,,"true",1,,3,2,"false","fank_BG_lvl1_idle","sc/units.sc","true"
,"attack","true",1,3,3,2,"false","fank_BG_lvl1_idle","sc/units.sc","false"
,"celebrate","true",1,,3,2,"false","fank_BG_lvl1_idle","sc/units.sc","true"
,"die","false",1,,3,2,"false","death_ground_puff","sc/in-game.sc","false"
"Terror_Drone",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,,"terror_drone_lvl1_run1","sc/units.sc","true"
